Title,Title_Transliterated,Author,Subject,Date,PDF_URL
كتاب شرح المعلقات السبع,Kitāb Sharḥ al-Muʻallaqāt al-sabʻ,"['Zawzanī, Ḥusayn ibn Aḥmad, -1093 or 1094, author.', 'Nābighah al-Dhubyānī, active 6th century', 'Bakr ibn Wāʼil.']","[['Muʻallaqāt', 'History and criticism']]",1921,http://mc.dlib.nyu.edu/files/books/aub_aco004680/aub_aco004680_lo.pdf
المدائح النبوية في الأدب العربي,al- Madāʼiḥ al-Nabawīyah fī al-adab al-ʻArabī,"['Zakī Mubārak., author.']","[['Prophet', 'Muḥammad', '-632', 'Poetry'], ['Arabic poetry', 'History and criticism']]",1935,http://mc.dlib.nyu.edu/files/books/aub_aco004679/aub_aco004679_lo.pdf
أدب المرأة العراقية,Adab al-marʼah al-ʻIrāqīyah,"['Ṭabānah, Badawī Aḥmad., author.']","[['Women authors, Iraqi'], ['Arabic literature', '20th century', 'History and criticism'], ['Arabic literature', 'Iraq', 'History and criticism']]",1948,http://mc.dlib.nyu.edu/files/books/aub_aco004678/aub_aco004678_lo.pdf
كتاب شعراء النصرانية بعد الإسلام.,Kitāb Shuʻarāʼ al-Naṣrānīyah baʻda al-Islām,"['Cheikho, Louis, 1859-1927, author.']","[['Poets, Arab', 'Biography'], ['Arabic poetry', 'Christian authors'], ['Arabic poetry', 'History and criticism']]",1924,http://mc.dlib.nyu.edu/files/books/aub_aco004677/aub_aco004677_lo.pdf
تاريخ الشعر السياسي إلى منتصف القرن الثاني,Tārīkh al-shiʻr al-siyāsī ilá muntaṣaf al-qarn al-thānī,"['Shāyib, Aḥmad., author.']","[['Arabic poetry', 'History and criticism'], ['Political poetry, Arabic', 'History and criticism']]",1945,http://mc.dlib.nyu.edu/files/books/aub_aco004676/aub_aco004676_lo.pdf
حافظ وشوقي,Ḥāfiẓ wa-Shawqī,"['Ṣayrafī, Ḥasan Kāmil., author.', 'Saḥartī, Muṣṭafá ʻAbd al-Laṭīf.']","[['Ḥāfiẓ Ibrāhīm, Muḥammad', '1872?-1932', 'Criticism and interpretation'], ['Shawqī, Aḥmad', '1868-1932', 'Criticism and interpretation']]",1949,http://mc.dlib.nyu.edu/files/books/aub_aco004675/aub_aco004675_lo.pdf
الوصف في شعر العراق في القرنين الثالث والرابع الهجريين,al- Waṣf fī shiʻr al-ʻIrāq fī al-qarnayn al-thālith wa-al-rābiʻ al-Hijrīyayn,"['Saʻīd, Jamīl, -1990, author.']","[['Arabic poetry', 'Iraq', 'History and criticism']]",1948,http://mc.dlib.nyu.edu/files/books/aub_aco004674/aub_aco004674_lo.pdf
شعر الطبيعة في الأدب العربي,Shiʻr al-ṭabīʻah fī al-adab al-ʻArabī,"['Nawfal, Sayyid., author.']","[['Arabic poetry', 'History and criticism'], ['Nature in literature']]",1945,http://mc.dlib.nyu.edu/files/books/aub_aco004673/aub_aco004673_lo.pdf
شعراء الشام في القرن الثالث :,Shuʻarāʼ al-Shām fī al-qarn al-thālith,"['Mardam, Khalīl, 1895-1959, author.']","[['Arabic poetry', '750-1258', 'History and criticism'], ['Poets, Arab', 'Syria'], ['Poets, Arab', '750-1258']]",1925,http://mc.dlib.nyu.edu/files/books/aub_aco004672/aub_aco004672_lo.pdf
شعراء الغرى، أو، النجفيات v.8,"Shuʻarāʼ al-Gharī, aw, al-Najafīyāt v.8","['Khāqānī, ʻAlī., author.']","[['Poets, Arab', 'Iraq', 'Najaf'], ['Arabic poetry', 'Iraq', 'Najaf']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004671/aub_aco004671_lo.pdf
شعراء الغرى، أو، النجفيات v.7,"Shuʻarāʼ al-Gharī, aw, al-Najafīyāt v.7","['Khāqānī, ʻAlī., author.']","[['Poets, Arab', 'Iraq', 'Najaf'], ['Arabic poetry', 'Iraq', 'Najaf']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004670/aub_aco004670_lo.pdf
شعراء الغرى، أو، النجفيات v.6,"Shuʻarāʼ al-Gharī, aw, al-Najafīyāt v.6","['Khāqānī, ʻAlī., author.']","[['Poets, Arab', 'Iraq', 'Najaf'], ['Arabic poetry', 'Iraq', 'Najaf']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004669/aub_aco004669_lo.pdf
شعراء الغرى، أو، النجفيات v.5,"Shuʻarāʼ al-Gharī, aw, al-Najafīyāt v.5","['Khāqānī, ʻAlī., author.']","[['Poets, Arab', 'Iraq', 'Najaf'], ['Arabic poetry', 'Iraq', 'Najaf']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004668/aub_aco004668_lo.pdf
شعراء الغرى، أو، النجفيات v.4,"Shuʻarāʼ al-Gharī, aw, al-Najafīyāt v.4","['Khāqānī, ʻAlī., author.']","[['Poets, Arab', 'Iraq', 'Najaf'], ['Arabic poetry', 'Iraq', 'Najaf']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004667/aub_aco004667_lo.pdf
شعراء الغرى، أو، النجفيات v.3,"Shuʻarāʼ al-Gharī, aw, al-Najafīyāt v.3","['Khāqānī, ʻAlī., author.']","[['Poets, Arab', 'Iraq', 'Najaf'], ['Arabic poetry', 'Iraq', 'Najaf']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004666/aub_aco004666_lo.pdf
شعراء الغرى، أو، النجفيات v.2,"Shuʻarāʼ al-Gharī, aw, al-Najafīyāt v.2","['Khāqānī, ʻAlī., author.']","[['Poets, Arab', 'Iraq', 'Najaf'], ['Arabic poetry', 'Iraq', 'Najaf']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004665/aub_aco004665_lo.pdf
شعراء الغرى، أو، النجفيات v.1,"Shuʻarāʼ al-Gharī, aw, al-Najafīyāt v.1","['Khāqānī, ʻAlī., author.']","[['Poets, Arab', 'Iraq', 'Najaf'], ['Arabic poetry', 'Iraq', 'Najaf']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004664/aub_aco004664_lo.pdf
الغزل في العصر الجاهلي,al-Ghazal fī al-ʻaṣr al-Jāhilī,"['Ḥūfī, Aḥmad Muḥammad., author.']","[['Ghazals, Arabic', 'History and criticism'], ['Arabic poetry', 'To 622', 'History and criticism']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco004663/aub_aco004663_lo.pdf
الهجاء والهجاءون في صدر الإسلام,al- Hijāʼ wa-al-hajjāʼūn fī ṣadr al-Islām,"['Ḥusayn, Muḥammad Muḥammad., author.']","[['Satire, Arabic', 'History and criticism'], ['Arabic poetry', 'To 622', 'History and criticism']]",1948,http://mc.dlib.nyu.edu/files/books/aub_aco004662/aub_aco004662_lo.pdf
نقد كتاب الشعر الجاهلي :,Naqd Kitāb al-Shiʻr al-Jāhilī,"['Wajdī, Muḥammad Farīd, 1875-1954, author.']","[['حسين، طه،', '1889-1973', 'في الشعر الجاهلي'], ['Husayn, Taha', '1889-1973', 'Fī al-shiʻr al-Jahilī'], ['الشعر العربي', 'إلى 622', 'تاريخ ونقد'], ['Arabic poetry', 'To 622', 'History and criticism']]",1926,http://mc.dlib.nyu.edu/files/books/aub_aco004659/aub_aco004659_lo.pdf
الشهاب الراصد,al- Shihāb al-rāṣid,"['Jumʻah, Muḥammad Luṭfī., author.']","[['Husayn, Taha', '1889-1973', 'Fī al-shiʻr al-Jahilī'], ['Arabic poetry', 'To 622', 'History and criticism']]",1926,http://mc.dlib.nyu.edu/files/books/aub_aco004658/aub_aco004658_lo.pdf
الشعر العربي في المهجر,al- Shiʻr al-ʻArabī fī al-mahjar,"['Ḥasan, Muḥammad ʻAbd al-Ghanī., author.', 'Abāẓah, ʻAzīz., author of introduction, etc.']","[['Arabic poetry', 'America', 'History and criticism']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco004657/aub_aco004657_lo.pdf
رجال المعلقات العشر :,Rijāl al-Muʼallaqat al-ʻashr,"['Ghalāyīnī, Muṣṭafá., author.']","[['Muʻallaqāt'], ['Poets, Arab', 'To 622', 'Biography'], ['Arabic poetry', 'To 622', 'History and criticism']]",1914,http://mc.dlib.nyu.edu/files/books/aub_aco004656/aub_aco004656_lo.pdf
أمراؤنا الشعراء,Umarāʼunā al-shuʻarāʼ,"['Gannūn, ʻAbd Allāh, 1908-, author.']","[['Arabic poetry', 'Africa, North', 'History and criticism'], ['Poets, Arab'], ['Africa, North', 'History']]",1942,http://mc.dlib.nyu.edu/files/books/aub_aco004655/aub_aco004655_lo.pdf
خمسة شعراء جاهليون :,Khamsat shuʻarāʼ jāhilīyūn,"['Farrūkh, ʻUmar, 1906-1987, author.']","[['Imruʼ al-Qays', '497-545'], ['Ṭarafah ibn al-ʻAbd'], ['Nābighah al-Dhubyānī', 'active 6th century'], ['Zuhayr ibn Abī Sulmá', 'Muʻallaqah'], ['ʻAntarah ibn Shaddād', 'active 6th century'], ['Arabic poetry', 'History and criticism'], ['Poets, Arab', 'To 622', 'Biography']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco004654/aub_aco004654_lo.pdf
الشعر العربي في المهجر الأمريكي :,al- Shiʻr al-ʻArabī fī al-mahjar al-Amrīkī,"['Dīb, Wadīʻ Amīn., author.']","[['Arabic poetry', 'History and criticism']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco004653/aub_aco004653_lo.pdf
التطور والتجديد في الشعر الأموي,al- Taṭawwur wa-al-tajdīd fī al-shiʻr al-Umawī,"['Ḍayf, Shawqī., author.']","[['Arabic poetry', '661-750', 'History and criticism']]",1952,http://mc.dlib.nyu.edu/files/books/aub_aco004652/aub_aco004652_lo.pdf
فخر أبي فراس وأبي الطيب :,Fakhr Abī Firās wa-Abī al-Ṭayyib,"['Bājiqnī, ʻAbd al-Ghanī., author.']","[['Mutanabbi, Abu al Tayyib Ahmad ibn al Husayn', '915 or 916-965', 'Criticism and interpretation'], ['Abū Firās al-Ḥamdānī, al-Ḥārith ibn Saʻīd', '932-968', 'Criticism and interpretation'], ['Arabic poetry', 'History and criticism']]",1932,http://mc.dlib.nyu.edu/files/books/aub_aco004651/aub_aco004651_lo.pdf
تاريخ الشعر العربي حتى آخر القرن الثالث الهجري,Tārīkh al-shiʻr al-ʻArabī ḥattá ākhir al-qarn al-thālith al-Hijrī,"['Bahbītī, Najīb Muḥammad., author.']","[['الشعر العربي', 'تاريخ ونقد'], ['Arabic poetry', 'History and criticism']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco004650/aub_aco004650_lo.pdf
مهذب الاغاني v.10,Muhadhdhab al-Aghānī v.10,"['Abū al-Faraj al-Iṣbahānī, 897 or 898-967, author.', 'Shalabī, ʻAbd al-Munʻim., compiler.', 'Ibyārī, Ibrāhīm, author of introduction, etc.']","[['Arabic poetry', '750-1258', 'History and criticism'], ['Poets, Arab', 'Biography'], ['Singers, Arab', 'Biography']]",1925,http://mc.dlib.nyu.edu/files/books/aub_aco004646/aub_aco004646_lo.pdf
طيف الخيال,Ṭayf al-khayāl,"['Sharīf al-Murtaḍá, ʻAlam al-Hudá ʻAlī ibn al-Ḥusayn, 966-1044 or 1045, author.', 'Kīlānī, Muḥammad Sayyid., annotator.']","[['Dreams in literature'], ['Arabic poetry', 'History and criticism']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco004632/aub_aco004632_lo.pdf
الشعراء الثلاثة :,al- Shuʻarāʼ al-thalāthah,"['Sandūbī, Ḥasan., author.']","[['Arabic poetry', '20th century']]",1922,http://mc.dlib.nyu.edu/files/books/aub_aco004631/aub_aco004631_lo.pdf
وحي الرسالة : v.2,Waḥy al-Risālah v.2,"['Zayyāt, Aḥmad Ḥasan, 1885-1968, author.']","[['الادب العربي', 'تاريخ ونقد'], ['Arabic literature', 'History and criticism']]",1940,http://mc.dlib.nyu.edu/files/books/aub_aco004629/aub_aco004629_lo.pdf
وحي الرسالة : v.1,Waḥy al-Risālah v.1,"['Zayyāt, Aḥmad Ḥasan, 1885-1968, author.']","[['الادب العربي', 'تاريخ ونقد'], ['Arabic literature', 'History and criticism']]",1940,http://mc.dlib.nyu.edu/files/books/aub_aco004628/aub_aco004628_lo.pdf
المفضليات الخمس,al- Mufaḍḍalīyāt al-khams,"['Mufaḍḍal ibn Muḥammad al-Ḍabbī, active 8th century, author.', 'Hārūn, ʻAbd al-Salām Muḥammad., compiler.']","[['Mufaḍḍal ibn Muḥammad al-Ḍabbī', 'active 8th century', 'Mufaḍḍalīyāt'], ['Arabic poetry', 'To 622', 'History and criticism']]",1942,http://mc.dlib.nyu.edu/files/books/aub_aco004626/aub_aco004626_lo.pdf
شعراء القيروان من أنموذج الزمان,Shuʻarāʼ al-Qayrawān min unmūdhaj al-zamān,"['Ibn Rashīq al-Qayrawānī, al-Ḥasan, -1064?, author.', 'Sanūsī, Zayn al-ʻĀbidīn., compiler.']","[['الشعراء العرب', 'تونس', 'القيروان', 'تراجم'], ['Poets, Arab', 'Tunisia', 'Qayrawān', 'Biography']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco004625/aub_aco004625_lo.pdf
مختارات ابن الشجري v.1-3,Mukhtārāt Ibn al-Shajarī v.1-3,"['Ibn al-Shajarī, Hibat Allāh ibn ʻAlī, 1058 or 1059-1147 or 1148, author.', 'Zanātī, Maḥmūd Ḥasan., compiler.']","[['Ibn al-Shajarī, Hibat Allāh ibn ʻAlī', '1058 or 1059-1147 or 1148', 'Dīwān mukhtārāt shuʻarāʼ al-ʻArab'], ['Ibn al-Shajarī, Hibat Allāh ibn ʻAlī', '1058 or 1059-1147 or 1148', 'Criticism and interpretation']]",1925,http://mc.dlib.nyu.edu/files/books/aub_aco004623/aub_aco004623_lo.pdf
العلم السامي في ترجمة الشيخ محمد الغلامي، صاحب كتاب شمامة العنبر والزهر المعنبر :,"al-ʻI`lm al-sāmī fī tarjamat al-Shaykh Muḥammad al-Ghulāmī, ṣāḥib Kitāb Shammāmat al-ʻanbar wa-al-zahr al-muʻanbar","['Ghulāmī, Muḥammad Raʼūf, 1890-1967, author.']","[['الغلامي، محمد بن مصطفى،', '1708؟-1772'], ['Ghulāmī, Muḥammad ibn Muṣṭafá', '1708?-1772'], ['الادب العربي', '1258-1800', 'تاريخ ونقد'], ['Arabic literature', '1258-1800', 'History and criticism']]",1942,http://mc.dlib.nyu.edu/files/books/aub_aco004622/aub_aco004622_lo.pdf
المنتخب في أدب العرب :,al- Muntakhab fī Adab al-ʻArab,"['Zayd, Musṭafá Badr, author.']","[['Arabic literature', 'History and criticism']]",1929,http://mc.dlib.nyu.edu/files/books/aub_aco004620/aub_aco004620_lo.pdf
تاريخ الأدب العربي للمدارس الثانوية والعليا,Tārīkh al-adab al-ʻArabī lil-madāris al-thānawīyah wa-al-ʻulyā,"['Zayyāt, Aḥmad Ḥasan, 1885-1968, author.']","[['Arabic literature', 'History and criticism'], ['Arabic literature', 'Study and teaching']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco004619/aub_aco004619_lo.pdf
في أصول الأدب :,Fī usūl al-adab,"['Zayyāt, Aḥmad Ḥasan, 1885-1968, author.']","[['الادب العربي', 'تاريخ ونقد'], ['Arabic literature', 'History and criticism']]",1946,http://mc.dlib.nyu.edu/files/books/aub_aco004618/aub_aco004618_lo.pdf
البابليات : v.2,al- Bābiliyyāt v.2,"['Yaʻqūbī, Muḥammad ʻAlī., author.']","[['Litterateurs', 'Iraq', 'Ḥillah', 'Biography'], ['Ḥillah (Iraq)', 'History']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco004617/aub_aco004617_lo.pdf
البابليات : v.1,al- Bābiliyyāt v.1,"['Yaʻqūbī, Muḥammad ʻAlī., author.']","[['Litterateurs', 'Iraq', 'Ḥillah', 'Biography'], ['Ḥillah (Iraq)', 'History']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco004616/aub_aco004616_lo.pdf
دراسات في نقد الأدب العربي من الجاهلية إلى نهاية القرن الثالث,Dirāsāt fī naqd al-adab al-ʻArabī min al-jāhilīyah ilá nihāyat al-qarn al-thālith,"['Ṭabānah, Badawī Aḥmad., author.']","[['Arabic literature', 'To 622', 'History and criticism'], ['Arabic literature', '622-750', 'History and criticism']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004615/aub_aco004615_lo.pdf
عصر سلاطين المماليك ونتاجه العلمي والأدبي v.4,ʻAṣr salāṭīn al-Mamālīk wa-nitājuhu al-ʻilmī wa-al-adabī v.4,"['Salīm, Maḥmūd Rizq., author.']","[['Arabic literature', 'Egypt', 'History and criticism'], ['Mamelukes', 'Intellectual life'], ['Egypt', 'History']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco004610/aub_aco004610_lo.pdf
عصر سلاطين المماليك ونتاجه العلمي والأدبي v.3,ʻAṣr salāṭīn al-Mamālīk wa-nitājuhu al-ʻilmī wa-al-adabī v.3,"['Salīm, Maḥmūd Rizq., author.']","[['Arabic literature', 'Egypt', 'History and criticism'], ['Mamelukes', 'Intellectual life'], ['Egypt', 'History']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco004608/aub_aco004608_lo.pdf
عصر سلاطين المماليك ونتاجه العلمي والأدبي v.2,ʻAṣr salāṭīn al-Mamālīk wa-nitājuhu al-ʻilmī wa-al-adabī v.2,"['Salīm, Maḥmūd Rizq., author.']","[['Arabic literature', 'Egypt', 'History and criticism'], ['Mamelukes', 'Intellectual life'], ['Egypt', 'History']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco004606/aub_aco004606_lo.pdf
عصر سلاطين المماليك ونتاجه العلمي والأدبي v.1,ʻAṣr salāṭīn al-Mamālīk wa-nitājuhu al-ʻilmī wa-al-adabī v.1,"['Salīm, Maḥmūd Rizq., author.']","[['Arabic literature', 'Egypt', 'History and criticism'], ['Mamelukes', 'Intellectual life'], ['Egypt', 'History']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco004604/aub_aco004604_lo.pdf
المغنيات في الأدب العربي,al- Mughanniyāt fī al-adab al-ʻArabī,"['Sābā, ʻĪsá Mīkhāʼīl., author.']","[['Women singers in literature'], ['Women singers', 'Arab countries']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco004601/aub_aco004601_lo.pdf
الموجز في الأدب العربي وتاريخه على ضوء المنهج الرسمي للصفوف التكميلية,al- Mūjaz fī al-adab al-ʻArabī wa-tārīkhih ʻala ḍaw' al-manhaj al-rasmī lil-sufūf al-takmīliyah,"['Sābā, ʻĪsá Mīkhāʼīl., author.']","[['Arabic literature', 'History and criticism']]",1948,http://mc.dlib.nyu.edu/files/books/aub_aco004600/aub_aco004600_lo.pdf
أدب الخوارج في العصر الأموي,Adab al-Khawārij fī ʻaṣr al-Umawī,"['Qalamāwī, Suhayr., author.']","[['Kharijites'], ['Arabic literature', '622-750', 'History and criticism']]",1945,http://mc.dlib.nyu.edu/files/books/aub_aco004598/aub_aco004598_lo.pdf
الوصف في شعر النابغة الذبياني وصحة نسبة الشعر الجاهلي,al- Waṣf fī shiʻr al-Nābighah al-Dhubyānī wa-ṣiḥḥat nisbat al-shiʻr al-jāhilī,"['Qādī, Ṭāhā Muḥammad., author.', 'Qādī, Ṭāhā Muḥammad.', 'Qādī, Ṭāhā Muḥammad.']","[['Nābighah al-Dhubyānī', 'active 6th century', 'Literary style'], ['Imruʼ al-Qays', '497-545', 'Literary style'], ['Arabic poetry', 'History and criticism'], ['Arabic prose literature', 'History and criticism']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco004597/aub_aco004597_lo.pdf
النثر الفني في القرن الرابع v.2,al- Nathr al-fannī fī al-qarn al-rābiʻ v.2,"['Zakī Mubārak., author.']","[['Arabic prose literature', '750-1258', 'History and criticism']]",1934,http://mc.dlib.nyu.edu/files/books/aub_aco004595/aub_aco004595_lo.pdf
النثر الفني في القرن الرابع v.1,al- Nathr al-fannī fī al-qarn al-rābiʻ v.1,"['Zakī Mubārak., author.']","[['Arabic prose literature', '750-1258', 'History and criticism']]",1934,http://mc.dlib.nyu.edu/files/books/aub_aco004594/aub_aco004594_lo.pdf
الحياة الأدبية في العصر الجاهلي,al- Ḥayāt al-adabīyah fī al-ʻaṣr al-Jāhilī,"['Khafājī, Muḥammad ʻAbd al-Munʻim., author.']","[['Arabic literature', 'To 622', 'History and criticism']]",1949,http://mc.dlib.nyu.edu/files/books/aub_aco004589/aub_aco004589_lo.pdf
